,Image,StyleLoss,name,index
64,"00000-1-(photorealistic,realistic_1.3),1girl,white background,portrait.png",0.9543515350170895,AWPainting 1.1_v1.1.safetensors-Style-2,2
65,"00001-2-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2.2437179558400224,AWPainting 1.1_v1.1.safetensors-Style-2,2
66,"00002-3-(photorealistic,realistic_1.3),1girl,white background,portrait.png",3.9139197532910424,AWPainting 1.1_v1.1.safetensors-Style-2,2
67,"00003-4-(photorealistic,realistic_1.3),1girl,white background,portrait.png",4.529452818746365,AWPainting 1.1_v1.1.safetensors-Style-2,2
68,"00004-5-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2.0777528359696413,AWPainting 1.1_v1.1.safetensors-Style-2,2
69,"00005-6-(photorealistic,realistic_1.3),1girl,white background,portrait.png",0.532873304077282,AWPainting 1.1_v1.1.safetensors-Style-2,2
70,"00006-7-(photorealistic,realistic_1.3),1girl,white background,portrait.png",1.820244158257836,AWPainting 1.1_v1.1.safetensors-Style-2,2
71,"00007-8-(photorealistic,realistic_1.3),1girl,white background,portrait.png",0.8994026403546441,AWPainting 1.1_v1.1.safetensors-Style-2,2
72,"00008-9-(photorealistic,realistic_1.3),1girl,white background,portrait.png",1.3806516401237345,AWPainting 1.1_v1.1.safetensors-Style-2,2
73,"00009-10-(photorealistic,realistic_1.3),1girl,white background,portrait.png",0.5745246096809173,AWPainting 1.1_v1.1.safetensors-Style-2,2
74,"00010-11-(photorealistic,realistic_1.3),1girl,white background,portrait.png",1.1165848091827684,AWPainting 1.1_v1.1.safetensors-Style-2,2
75,"00011-12-(photorealistic,realistic_1.3),1girl,white background,portrait.png",1.231429475046737,AWPainting 1.1_v1.1.safetensors-Style-2,2
76,"00012-13-(photorealistic,realistic_1.3),1girl,white background,portrait.png",1.4818465766924758,AWPainting 1.1_v1.1.safetensors-Style-2,2
77,"00013-14-(photorealistic,realistic_1.3),1girl,white background,portrait.png",4.822977100242105,AWPainting 1.1_v1.1.safetensors-Style-2,2
78,"00014-15-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2.060721311353096,AWPainting 1.1_v1.1.safetensors-Style-2,2
