,Image,StyleLoss,name,index
224,"00000-1-(pixel art style_1.3),1girl,white background,portrait,.png",-0.619226797585683,AWPainting 1.1_v1.1.safetensors-Style-7,7
225,"00001-2-(pixel art style_1.3),1girl,white background,portrait,.png",-0.871605694188631,AWPainting 1.1_v1.1.safetensors-Style-7,7
226,"00002-3-(pixel art style_1.3),1girl,white background,portrait,.png",-0.6063177622990764,AWPainting 1.1_v1.1.safetensors-Style-7,7
227,"00003-4-(pixel art style_1.3),1girl,white background,portrait,.png",-0.4240979276779376,AWPainting 1.1_v1.1.safetensors-Style-7,7
228,"00004-5-(pixel art style_1.3),1girl,white background,portrait,.png",-0.8584844574965405,AWPainting 1.1_v1.1.safetensors-Style-7,7
229,"00005-6-(pixel art style_1.3),1girl,white background,portrait,.png",-0.7397118066473451,AWPainting 1.1_v1.1.safetensors-Style-7,7
230,"00006-7-(pixel art style_1.3),1girl,white background,portrait,.png",-0.13647612980531185,AWPainting 1.1_v1.1.safetensors-Style-7,7
231,"00007-8-(pixel art style_1.3),1girl,white background,portrait,.png",-0.38335776983389913,AWPainting 1.1_v1.1.safetensors-Style-7,7
232,"00008-9-(pixel art style_1.3),1girl,white background,portrait,.png",-0.652190650483147,AWPainting 1.1_v1.1.safetensors-Style-7,7
233,"00009-10-(pixel art style_1.3),1girl,white background,portrait,.png",-0.51458969242573,AWPainting 1.1_v1.1.safetensors-Style-7,7
234,"00010-11-(pixel art style_1.3),1girl,white background,portrait,.png",-0.8018751703329167,AWPainting 1.1_v1.1.safetensors-Style-7,7
235,"00011-12-(pixel art style_1.3),1girl,white background,portrait,.png",-0.7221086461799049,AWPainting 1.1_v1.1.safetensors-Style-7,7
236,"00012-13-(pixel art style_1.3),1girl,white background,portrait,.png",-0.41750702907264514,AWPainting 1.1_v1.1.safetensors-Style-7,7
237,"00013-14-(pixel art style_1.3),1girl,white background,portrait,.png",-0.4389376780592235,AWPainting 1.1_v1.1.safetensors-Style-7,7
238,"00014-15-(pixel art style_1.3),1girl,white background,portrait,.png",-0.36193375339460715,AWPainting 1.1_v1.1.safetensors-Style-7,7
239,"00015-16-(pixel art style_1.3),1girl,white background,portrait,.png",-0.6047634833151714,AWPainting 1.1_v1.1.safetensors-Style-7,7
240,"00016-17-(pixel art style_1.3),1girl,white background,portrait,.png",-0.56630462198557,AWPainting 1.1_v1.1.safetensors-Style-7,7
241,"00017-18-(pixel art style_1.3),1girl,white background,portrait,.png",-0.7405936715700602,AWPainting 1.1_v1.1.safetensors-Style-7,7
242,"00018-19-(pixel art style_1.3),1girl,white background,portrait,.png",-0.6696826049596175,AWPainting 1.1_v1.1.safetensors-Style-7,7
243,"00019-20-(pixel art style_1.3),1girl,white background,portrait,.png",-0.12641753620641644,AWPainting 1.1_v1.1.safetensors-Style-7,7
244,"00020-21-(pixel art style_1.3),1girl,white background,portrait,.png",-0.627273567762589,AWPainting 1.1_v1.1.safetensors-Style-7,7
245,"00021-22-(pixel art style_1.3),1girl,white background,portrait,.png",-0.5310503976784475,AWPainting 1.1_v1.1.safetensors-Style-7,7
246,"00022-23-(pixel art style_1.3),1girl,white background,portrait,.png",-0.42290678171346247,AWPainting 1.1_v1.1.safetensors-Style-7,7
247,"00023-24-(pixel art style_1.3),1girl,white background,portrait,.png",-0.5935604354492692,AWPainting 1.1_v1.1.safetensors-Style-7,7
248,"00024-25-(pixel art style_1.3),1girl,white background,portrait,.png",-0.6292517830415618,AWPainting 1.1_v1.1.safetensors-Style-7,7
249,"00025-26-(pixel art style_1.3),1girl,white background,portrait,.png",-0.5935721595637279,AWPainting 1.1_v1.1.safetensors-Style-7,7
250,"00026-27-(pixel art style_1.3),1girl,white background,portrait,.png",-0.550853442358855,AWPainting 1.1_v1.1.safetensors-Style-7,7
251,"00027-28-(pixel art style_1.3),1girl,white background,portrait,.png",-0.7261937865741757,AWPainting 1.1_v1.1.safetensors-Style-7,7
252,"00028-29-(pixel art style_1.3),1girl,white background,portrait,.png",-0.4595626709780076,AWPainting 1.1_v1.1.safetensors-Style-7,7
253,"00029-30-(pixel art style_1.3),1girl,white background,portrait,.png",-0.4694387935329691,AWPainting 1.1_v1.1.safetensors-Style-7,7
254,"00030-31-(pixel art style_1.3),1girl,white background,portrait,.png",-0.5700326856233543,AWPainting 1.1_v1.1.safetensors-Style-7,7
255,"00031-32-(pixel art style_1.3),1girl,white background,portrait,.png",-0.60916189863391,AWPainting 1.1_v1.1.safetensors-Style-7,7
512,"00000-1-(pixel art style_1.3),1girl,white background,portrait,.png",-1.1225390796725714,dreamshaper_7.safetensors-Style-7,7
513,"00001-2-(pixel art style_1.3),1girl,white background,portrait,.png",-0.6243096276121195,dreamshaper_7.safetensors-Style-7,7
514,"00002-3-(pixel art style_1.3),1girl,white background,portrait,.png",-0.9508132119731488,dreamshaper_7.safetensors-Style-7,7
515,"00003-4-(pixel art style_1.3),1girl,white background,portrait,.png",-0.6233600060048667,dreamshaper_7.safetensors-Style-7,7
516,"00004-5-(pixel art style_1.3),1girl,white background,portrait,.png",-1.1853750389594562,dreamshaper_7.safetensors-Style-7,7
517,"00005-6-(pixel art style_1.3),1girl,white background,portrait,.png",-0.761580307190519,dreamshaper_7.safetensors-Style-7,7
518,"00006-7-(pixel art style_1.3),1girl,white background,portrait,.png",-0.8755081545567345,dreamshaper_7.safetensors-Style-7,7
519,"00007-8-(pixel art style_1.3),1girl,white background,portrait,.png",-0.8013950431478964,dreamshaper_7.safetensors-Style-7,7
520,"00008-9-(pixel art style_1.3),1girl,white background,portrait,.png",0.3214459623972934,dreamshaper_7.safetensors-Style-7,7
521,"00009-10-(pixel art style_1.3),1girl,white background,portrait,.png",-0.5573202055167394,dreamshaper_7.safetensors-Style-7,7
522,"00010-11-(pixel art style_1.3),1girl,white background,portrait,.png",-0.8019423401784527,dreamshaper_7.safetensors-Style-7,7
523,"00011-12-(pixel art style_1.3),1girl,white background,portrait,.png",-0.8045874958728128,dreamshaper_7.safetensors-Style-7,7
524,"00012-13-(pixel art style_1.3),1girl,white background,portrait,.png",-0.9586565326672478,dreamshaper_7.safetensors-Style-7,7
525,"00013-14-(pixel art style_1.3),1girl,white background,portrait,.png",0.027648840814122545,dreamshaper_7.safetensors-Style-7,7
526,"00014-15-(pixel art style_1.3),1girl,white background,portrait,.png",-0.9510228074334931,dreamshaper_7.safetensors-Style-7,7
527,"00015-16-(pixel art style_1.3),1girl,white background,portrait,.png",-0.928632667178667,dreamshaper_7.safetensors-Style-7,7
528,"00016-17-(pixel art style_1.3),1girl,white background,portrait,.png",-0.8823683763783277,dreamshaper_7.safetensors-Style-7,7
529,"00017-18-(pixel art style_1.3),1girl,white background,portrait,.png",-1.2130094543498162,dreamshaper_7.safetensors-Style-7,7
