,Image,StyleLoss,name,index
192,"00000-1-(3D_1.3),1girl,white background,portrait,dress.png",-0.2567664574751425,AWPainting 1.1_v1.1.safetensors-Style-6,6
193,"00001-2-(3D_1.3),1girl,white background,portrait,dress.png",-0.16542455176778242,AWPainting 1.1_v1.1.safetensors-Style-6,6
194,"00002-3-(3D_1.3),1girl,white background,portrait,dress.png",-0.9052277159099177,AWPainting 1.1_v1.1.safetensors-Style-6,6
195,"00003-4-(3D_1.3),1girl,white background,portrait,dress.png",-1.1103387698565352,AWPainting 1.1_v1.1.safetensors-Style-6,6
196,"00004-5-(3D_1.3),1girl,white background,portrait,dress.png",-0.788189781857775,AWPainting 1.1_v1.1.safetensors-Style-6,6
197,"00005-6-(3D_1.3),1girl,white background,portrait,dress.png",-0.07545029366795006,AWPainting 1.1_v1.1.safetensors-Style-6,6
198,"00006-7-(3D_1.3),1girl,white background,portrait,dress.png",-0.6116003553994539,AWPainting 1.1_v1.1.safetensors-Style-6,6
199,"00007-8-(3D_1.3),1girl,white background,portrait,dress.png",-1.0111211185614053,AWPainting 1.1_v1.1.safetensors-Style-6,6
200,"00008-9-(3D_1.3),1girl,white background,portrait,dress.png",-0.8059588589784865,AWPainting 1.1_v1.1.safetensors-Style-6,6
201,"00009-10-(3D_1.3),1girl,white background,portrait,dress.png",-1.4241894797962549,AWPainting 1.1_v1.1.safetensors-Style-6,6
202,"00010-11-(3D_1.3),1girl,white background,portrait,dress.png",-0.43624658259313787,AWPainting 1.1_v1.1.safetensors-Style-6,6
203,"00011-12-(3D_1.3),1girl,white background,portrait,dress.png",-0.15321659127417034,AWPainting 1.1_v1.1.safetensors-Style-6,6
204,"00012-13-(3D_1.3),1girl,white background,portrait,dress.png",-1.215073906047391,AWPainting 1.1_v1.1.safetensors-Style-6,6
205,"00013-14-(3D_1.3),1girl,white background,portrait,dress.png",-1.1840979097943962,AWPainting 1.1_v1.1.safetensors-Style-6,6
206,"00014-15-(3D_1.3),1girl,white background,portrait,dress.png",-0.57528650077113,AWPainting 1.1_v1.1.safetensors-Style-6,6
207,"00015-16-(3D_1.3),1girl,white background,portrait,dress.png",-0.9881884793348404,AWPainting 1.1_v1.1.safetensors-Style-6,6
208,"00016-17-(3D_1.3),1girl,white background,portrait,dress.png",-0.4441652637504766,AWPainting 1.1_v1.1.safetensors-Style-6,6
