,Image,StyleLoss,name,index
256,"00000-1-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.7469212977397458,AWPainting 1.1_v1.1.safetensors-Style-8,8
257,"00001-2-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.6418094110853414,AWPainting 1.1_v1.1.safetensors-Style-8,8
258,"00002-3-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.8121610185628486,AWPainting 1.1_v1.1.safetensors-Style-8,8
259,"00003-4-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.5041472469876782,AWPainting 1.1_v1.1.safetensors-Style-8,8
260,"00004-5-(watercolor art style_1.3),1girl,white background,portrait,.png",0.22375087820830933,AWPainting 1.1_v1.1.safetensors-Style-8,8
261,"00005-6-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.04136453178545653,AWPainting 1.1_v1.1.safetensors-Style-8,8
262,"00006-7-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.5651215320125634,AWPainting 1.1_v1.1.safetensors-Style-8,8
263,"00007-8-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.8717106429628501,AWPainting 1.1_v1.1.safetensors-Style-8,8
264,"00008-9-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.05954626627717577,AWPainting 1.1_v1.1.safetensors-Style-8,8
265,"00009-10-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.8424605254194055,AWPainting 1.1_v1.1.safetensors-Style-8,8
266,"00010-11-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.7571920732531112,AWPainting 1.1_v1.1.safetensors-Style-8,8
267,"00011-12-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.2531731941074846,AWPainting 1.1_v1.1.safetensors-Style-8,8
268,"00012-13-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.4278022429871526,AWPainting 1.1_v1.1.safetensors-Style-8,8
269,"00013-14-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.2095623217037645,AWPainting 1.1_v1.1.safetensors-Style-8,8
270,"00014-15-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.7874608134168645,AWPainting 1.1_v1.1.safetensors-Style-8,8
271,"00015-16-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.8271813478482876,AWPainting 1.1_v1.1.safetensors-Style-8,8
272,"00016-17-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.1180902194094515,AWPainting 1.1_v1.1.safetensors-Style-8,8
273,"00017-18-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.253528821475675,AWPainting 1.1_v1.1.safetensors-Style-8,8
274,"00018-19-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.2432521240271004,AWPainting 1.1_v1.1.safetensors-Style-8,8
275,"00019-20-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.8704359712909427,AWPainting 1.1_v1.1.safetensors-Style-8,8
276,"00020-21-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.34274238951495994,AWPainting 1.1_v1.1.safetensors-Style-8,8
277,"00021-22-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.941747778240282,AWPainting 1.1_v1.1.safetensors-Style-8,8
278,"00022-23-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.6386825546481343,AWPainting 1.1_v1.1.safetensors-Style-8,8
279,"00023-24-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.8431595003898098,AWPainting 1.1_v1.1.safetensors-Style-8,8
280,"00024-25-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.7773510000836439,AWPainting 1.1_v1.1.safetensors-Style-8,8
281,"00025-26-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.1328081816500433,AWPainting 1.1_v1.1.safetensors-Style-8,8
282,"00026-27-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.5364844342916943,AWPainting 1.1_v1.1.safetensors-Style-8,8
283,"00027-28-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.939314472479884,AWPainting 1.1_v1.1.safetensors-Style-8,8
284,"00028-29-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.06730673843136806,AWPainting 1.1_v1.1.safetensors-Style-8,8
285,"00029-30-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.0827082987460548,AWPainting 1.1_v1.1.safetensors-Style-8,8
286,"00030-31-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.1384904899818817,AWPainting 1.1_v1.1.safetensors-Style-8,8
287,"00031-32-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.20337384941541212,AWPainting 1.1_v1.1.safetensors-Style-8,8
544,"00000-1-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.9395672433173472,dreamshaper_7.safetensors-Style-8,8
545,"00001-2-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.3237664814415906,dreamshaper_7.safetensors-Style-8,8
546,"00002-3-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.5307260865507644,dreamshaper_7.safetensors-Style-8,8
547,"00003-4-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.36305437846501215,dreamshaper_7.safetensors-Style-8,8
548,"00004-5-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.3490167485254205,dreamshaper_7.safetensors-Style-8,8
549,"00005-6-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.796459131763504,dreamshaper_7.safetensors-Style-8,8
550,"00006-7-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.545600538417492,dreamshaper_7.safetensors-Style-8,8
551,"00007-8-(watercolor art style_1.3),1girl,white background,portrait,.png",-0.6603235204112542,dreamshaper_7.safetensors-Style-8,8
552,"00008-9-(watercolor art style_1.3),1girl,white background,portrait,.png",-1.6366295717210344,dreamshaper_7.safetensors-Style-8,8
553,"00009-10-(watercolor art style_1.3),1girl,white background,portrait,.png",0.196750697931435,dreamshaper_7.safetensors-Style-8,8
