,Image,StyleLoss,name,index
96,"00000-1-(isometric art style_1.3),building, white background,.png",0.28694334838148716,AWPainting 1.1_v1.1.safetensors-Style-3,3
97,"00001-2-(isometric art style_1.3),building, white background,.png",-0.3268347073947743,AWPainting 1.1_v1.1.safetensors-Style-3,3
98,"00002-3-(isometric art style_1.3),building, white background,.png",0.06390961540530134,AWPainting 1.1_v1.1.safetensors-Style-3,3
99,"00003-4-(isometric art style_1.3),building, white background,.png",-0.63974728280274,AWPainting 1.1_v1.1.safetensors-Style-3,3
100,"00004-5-(isometric art style_1.3),building, white background,.png",-0.02471542805634528,AWPainting 1.1_v1.1.safetensors-Style-3,3
101,"00005-6-(isometric art style_1.3),building, white background,.png",-0.6378878319827957,AWPainting 1.1_v1.1.safetensors-Style-3,3
102,"00006-7-(isometric art style_1.3),building, white background,.png",-0.323870963491173,AWPainting 1.1_v1.1.safetensors-Style-3,3
103,"00007-8-(isometric art style_1.3),building, white background,.png",-0.14691916025174723,AWPainting 1.1_v1.1.safetensors-Style-3,3
104,"00008-9-(isometric art style_1.3),building, white background,.png",-1.1006852642349014,AWPainting 1.1_v1.1.safetensors-Style-3,3
105,"00009-10-(isometric art style_1.3),building, white background,.png",0.0013274462584201498,AWPainting 1.1_v1.1.safetensors-Style-3,3
106,"00010-11-(isometric art style_1.3),building, white background,.png",-0.9143676648850351,AWPainting 1.1_v1.1.safetensors-Style-3,3
107,"00011-12-(isometric art style_1.3),building, white background,.png",-0.5365151941688822,AWPainting 1.1_v1.1.safetensors-Style-3,3
108,"00012-13-(isometric art style_1.3),building, white background,.png",-0.38311661451508827,AWPainting 1.1_v1.1.safetensors-Style-3,3
109,"00013-14-(isometric art style_1.3),building, white background,.png",-0.3273257425000145,AWPainting 1.1_v1.1.safetensors-Style-3,3
110,"00014-15-(isometric art style_1.3),building, white background,.png",-0.6794436162547303,AWPainting 1.1_v1.1.safetensors-Style-3,3
111,"00015-16-(isometric art style_1.3),building, white background,.png",-0.540164923649884,AWPainting 1.1_v1.1.safetensors-Style-3,3
112,"00016-17-(isometric art style_1.3),building, white background,.png",0.08698455468437623,AWPainting 1.1_v1.1.safetensors-Style-3,3
