,StyleLoss,Image,TargetImage
0,8955688960.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (1).jpg
1,9859799040.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (10).jpg
2,6265328128.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (11).jpg
3,5944805376.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (12).jpg
4,18969313280.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (14).jpg
5,12087670784.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (15).jpg
6,13772559360.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (16).jpg
7,11270415360.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (17).jpg
8,34531844096.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (18).jpg
9,16736651264.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (19).jpg
10,20471855104.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (2).jpg
11,4664429056.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (20).jpg
12,22001111040.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (3).jpg
13,41914736640.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (4).jpg
14,7160545280.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (5).jpg
15,8584536576.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (6).jpg
16,118758588416.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (7).jpg
17,27553239040.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (8).jpg
18,30211340288.0,"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (9).jpg
19,9916448768.0,"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (1).jpg
20,11252025344.0,"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (10).jpg
21,5404345344.0,"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (11).jpg
22,6069581312.0,"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (12).jpg
23,21044025344.0,"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (14).jpg
24,15403048960.0,"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (15).jpg
25,17402554368.0,"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (16).jpg
26,12168510464.0,"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (17).jpg
27,40822829056.0,"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (18).jpg
28,20174288896.0,"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (19).jpg
29,24226922496.0,"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (2).jpg
30,4985355264.0,"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",Line Art (20).jpg
