,StyleLoss,Image,TargetImage
0,5031063552.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (1).jpg
1,4820280832.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (10).jpg
2,3765903360.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (11).jpg
3,4960614400.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (12).jpg
4,2523184896.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (13).jpg
5,789464640.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (14).jpg
6,3088107776.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (15).jpg
7,1459002368.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (16).jpg
8,1179794560.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (17).jpg
9,1804112128.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (2).jpg
10,476344352.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (3).jpg
11,2171912192.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (4).jpg
12,4279468800.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (5).jpg
13,3503240192.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (6).jpg
14,1241695360.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (7).jpg
15,1152198400.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (8).jpg
16,997979712.0,"00000-1-(low poly art style_1.3),dog,white background.png",Low Poly (9).jpg
17,4872412672.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (1).jpg
18,4516124672.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (10).jpg
19,3472231936.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (11).jpg
20,5373152768.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (12).jpg
21,2816804608.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (13).jpg
22,886256896.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (14).jpg
23,3929733888.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (15).jpg
24,1249821312.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (16).jpg
25,1383822464.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (17).jpg
26,1708310784.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (2).jpg
27,402227136.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (3).jpg
28,2375423488.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (4).jpg
29,4037763584.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (5).jpg
30,3174272000.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (6).jpg
31,1042299328.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (7).jpg
32,1363687168.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (8).jpg
33,865060928.0,"00001-2-(low poly art style_1.3),dog,white background.png",Low Poly (9).jpg
34,5329508864.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (1).jpg
35,5437337088.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (10).jpg
36,4358324736.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (11).jpg
37,4380516864.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (12).jpg
38,2119514112.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (13).jpg
39,1032216896.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (14).jpg
40,3192248576.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (15).jpg
41,2017039104.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (16).jpg
42,1742327552.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (17).jpg
43,2364577280.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (2).jpg
44,645008256.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (3).jpg
45,1981682816.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (4).jpg
46,4956817920.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (5).jpg
47,4032204800.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (6).jpg
48,1711016320.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (7).jpg
49,1006432512.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (8).jpg
50,1235963008.0,"00002-3-(low poly art style_1.3),dog,white background.png",Low Poly (9).jpg
51,5185506816.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (1).jpg
52,4782751744.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (10).jpg
53,3797895424.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (11).jpg
54,6852008960.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (12).jpg
55,3088962048.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (13).jpg
56,1538606720.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (14).jpg
57,4500431360.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (15).jpg
58,1168426752.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (16).jpg
59,1269366656.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (17).jpg
60,1250316416.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (2).jpg
61,620313472.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (3).jpg
62,2573091584.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (4).jpg
63,4277125376.0,"00003-4-(low poly art style_1.3),dog,white background.png",Low Poly (5).jpg
