,StyleLoss,ImageIndex
0,3063562496.0,"00000-1-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
1,2591794176.0,"00001-2-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
2,6981177856.0,"00002-3-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
3,4335160832.0,"00003-4-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
4,4153246976.0,"00004-5-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
5,4266508800.0,"00005-6-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
6,4780035584.0,"00006-7-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
7,3922203904.0,"00007-8-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
8,4736680960.0,"00008-9-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
9,2663124224.0,"00009-10-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
10,3321938944.0,"00010-11-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
11,2997843200.0,"00011-12-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
12,5374782976.0,"00012-13-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
13,4317800448.0,"00013-14-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
14,3968665600.0,"00014-15-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
15,7827680768.0,"00015-16-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
16,4960311808.0,"00016-17-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
17,3167393280.0,"00017-18-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
18,5148902912.0,"00018-19-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
19,2264704512.0,"00019-20-shukezouma, negative space, , shuimobysim , , portrait of a woman standing , willow branches, (masterpiece, best quality_1.2), t.png"
