,StyleLoss,ImageIndex
0,1222775552.0,"00000-1-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
1,2085968000.0,"00001-2-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
2,1958582144.0,"00002-3-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
3,1532777856.0,"00003-4-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
4,1211564288.0,"00004-5-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
5,1693254400.0,"00005-6-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
6,1784260736.0,"00006-7-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
7,2421203968.0,"00007-8-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
8,1372315392.0,"00008-9-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
9,1982031104.0,"00009-10-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
10,1505174528.0,"00010-11-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
11,1067110080.0,"00011-12-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
12,1878837888.0,"00012-13-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
13,1575208192.0,"00013-14-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
14,1648732032.0,"00014-15-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
15,1355284480.0,"00015-16-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
16,1853184000.0,"00016-17-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
17,1405447040.0,"00017-18-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
18,1650129792.0,"00018-19-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
19,1915448320.0,"00019-20-shz,((best quality)), ((masterpiece)), (detailed), realistic, multiple boys,(riding horse),mustache, looking at viewer, outdoors.png"
