,StyleLoss,ImageIndex
0,2286626816.0,"00000-1-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
1,3385077248.0,"00001-2-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
2,2428756480.0,"00002-3-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
3,2736209152.0,"00003-4-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
4,4499762688.0,"00004-5-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
5,3019505152.0,"00005-6-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
6,1941705984.0,"00006-7-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
7,4079915520.0,"00007-8-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
8,1395964416.0,"00008-9-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
9,4693170688.0,"00009-10-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
10,2927859200.0,"00010-11-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
11,2611550464.0,"00011-12-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
12,2986815488.0,"00012-13-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
13,2904666112.0,"00013-14-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
14,3870119680.0,"00014-15-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
15,3434272256.0,"00015-16-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
16,2238436608.0,"00016-17-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
17,2458357248.0,"00017-18-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
18,3007330048.0,"00018-19-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
19,4409427968.0,"00019-20-(masterpiece, realistic_1.4), (extremely intricate_1.2)_, close shot , portrait,(upper body_1.2), (from front_1.3), 191971 dress.png"
