,StyleLoss,ImageIndex
0,659263488.0,"00000-1-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
1,593576512.0,"00001-2-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
2,687180352.0,"00002-3-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
3,840626112.0,"00003-4-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
4,704043776.0,"00004-5-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
5,795755328.0,"00005-6-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
6,339385504.0,"00006-7-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
7,690249536.0,"00007-8-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
8,724834688.0,"00008-9-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
9,377280160.0,"00009-10-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
10,440054336.0,"00010-11-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
11,731304128.0,"00011-12-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
12,545380672.0,"00012-13-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
13,652488448.0,"00013-14-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
14,879441728.0,"00014-15-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
15,734289728.0,"00015-16-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
16,1284928000.0,"00016-17-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
17,561285568.0,"00017-18-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
18,633698240.0,"00018-19-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
19,637657024.0,"00019-20-, 1girl, looking at viewer, upper body, 3D, realistic, large breasts, excessively frilled princess dress, draped clothes, jewelr.png"
