,StyleLoss,ImageIndex
0,10651598848.0,"00000-1-closeup, a family portrait, momn, dad, kitchen in the background.png"
1,10588490752.0,"00001-2-closeup, a family portrait, momn, dad, kitchen in the background.png"
2,11047517184.0,"00002-3-closeup, a family portrait, momn, dad, kitchen in the background.png"
3,12660480000.0,"00003-4-closeup, a family portrait, momn, dad, kitchen in the background.png"
4,11254054912.0,"00004-5-closeup, a family portrait, momn, dad, kitchen in the background.png"
5,11727661056.0,"00005-6-closeup, a family portrait, momn, dad, kitchen in the background.png"
6,11681040384.0,"00006-7-closeup, a family portrait, momn, dad, kitchen in the background.png"
7,11833711616.0,"00007-8-closeup, a family portrait, momn, dad, kitchen in the background.png"
8,10728295424.0,"00008-9-closeup, a family portrait, momn, dad, kitchen in the background.png"
9,10786808832.0,"00009-10-closeup, a family portrait, momn, dad, kitchen in the background.png"
10,10501044224.0,"00010-11-closeup, a family portrait, momn, dad, kitchen in the background.png"
11,12169267200.0,"00011-12-closeup, a family portrait, momn, dad, kitchen in the background.png"
12,10562197504.0,"00012-13-closeup, a family portrait, momn, dad, kitchen in the background.png"
13,11338792960.0,"00013-14-closeup, a family portrait, momn, dad, kitchen in the background.png"
14,10920742912.0,"00014-15-closeup, a family portrait, momn, dad, kitchen in the background.png"
15,10380578816.0,"00015-16-closeup, a family portrait, momn, dad, kitchen in the background.png"
16,12300148736.0,"00016-17-closeup, a family portrait, momn, dad, kitchen in the background.png"
17,10841247744.0,"00017-18-closeup, a family portrait, momn, dad, kitchen in the background.png"
18,10972394496.0,"00018-19-closeup, a family portrait, momn, dad, kitchen in the background.png"
19,10435359744.0,"00019-20-closeup, a family portrait, momn, dad, kitchen in the background.png"
