,StyleLoss,ImageIndex
0,2449038336.0,"00000-1-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
1,5130324992.0,"00001-2-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
2,11332420608.0,"00002-3-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
3,5537103872.0,"00003-4-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
4,10555568128.0,"00004-5-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
5,7785986560.0,"00005-6-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
6,9312657408.0,"00006-7-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
7,6552556544.0,"00007-8-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
8,6936053760.0,"00008-9-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
9,5068456960.0,"00009-10-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
10,7498098688.0,"00010-11-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
11,8761291776.0,"00011-12-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
12,5160896512.0,"00012-13-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
13,8147698688.0,"00013-14-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
14,7475826688.0,"00014-15-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
15,8743237632.0,"00015-16-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
16,7901833216.0,"00016-17-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
17,12885740544.0,"00017-18-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
18,5613526016.0,"00018-19-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
19,15161723904.0,"00019-20-1girl, tohsaka rin, solo, long hair, sweater, red sweater, looking at viewer, blue background, black hair, simple background, tw.png"
