,StyleLoss,ImageIndex
0,13249897472.0,"00000-1-closeup, a family portrait, momn, dad, kitchen in the background.png"
1,13923855360.0,"00001-2-closeup, a family portrait, momn, dad, kitchen in the background.png"
2,15728384000.0,"00002-3-closeup, a family portrait, momn, dad, kitchen in the background.png"
3,15185755136.0,"00003-4-closeup, a family portrait, momn, dad, kitchen in the background.png"
4,14447524864.0,"00004-5-closeup, a family portrait, momn, dad, kitchen in the background.png"
5,14111934464.0,"00005-6-closeup, a family portrait, momn, dad, kitchen in the background.png"
6,14139649024.0,"00006-7-closeup, a family portrait, momn, dad, kitchen in the background.png"
7,13827348480.0,"00007-8-closeup, a family portrait, momn, dad, kitchen in the background.png"
8,15491026944.0,"00008-9-closeup, a family portrait, momn, dad, kitchen in the background.png"
9,15334104064.0,"00009-10-closeup, a family portrait, momn, dad, kitchen in the background.png"
10,16972167168.0,"00010-11-closeup, a family portrait, momn, dad, kitchen in the background.png"
11,12832279552.0,"00011-12-closeup, a family portrait, momn, dad, kitchen in the background.png"
12,13495255040.0,"00012-13-closeup, a family portrait, momn, dad, kitchen in the background.png"
13,13692506112.0,"00013-14-closeup, a family portrait, momn, dad, kitchen in the background.png"
14,13534125056.0,"00014-15-closeup, a family portrait, momn, dad, kitchen in the background.png"
15,15650329600.0,"00015-16-closeup, a family portrait, momn, dad, kitchen in the background.png"
16,14239213568.0,"00016-17-closeup, a family portrait, momn, dad, kitchen in the background.png"
17,13191940096.0,"00017-18-closeup, a family portrait, momn, dad, kitchen in the background.png"
18,12279753728.0,"00018-19-closeup, a family portrait, momn, dad, kitchen in the background.png"
19,14282973184.0,"00019-20-closeup, a family portrait, momn, dad, kitchen in the background.png"
