,StyleLoss,ImageIndex
0,2704833792.0,"00000-1-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
1,3682578688.0,"00001-2-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
2,3763487232.0,"00002-3-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
3,2894193152.0,"00003-4-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
4,2783916288.0,"00004-5-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
5,2426755072.0,"00005-6-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
6,2932150272.0,"00006-7-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
7,2594361088.0,"00007-8-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
8,2219388928.0,"00008-9-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
9,1708718592.0,"00009-10-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
10,3103168512.0,"00010-11-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
11,3036616704.0,"00011-12-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
12,2289861632.0,"00012-13-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
13,2035738624.0,"00013-14-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
14,2468970752.0,"00014-15-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
15,2657589760.0,"00015-16-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
16,2747183872.0,"00016-17-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
17,2833438208.0,"00017-18-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
18,2652622592.0,"00018-19-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
19,3279496192.0,"00019-20-(masterpiece),(best quality),(ultra-detailed), (full body_1.2), 1girl,chibi,cute, smile, open mouth, flower, outdoors, playing g.png"
