,StyleLoss,ImageIndex
0,13441190912.0,"00000-1-closeup, a family portrait, momn, dad, kitchen in the background.png"
1,14651225088.0,"00001-2-closeup, a family portrait, momn, dad, kitchen in the background.png"
2,16808849408.0,"00002-3-closeup, a family portrait, momn, dad, kitchen in the background.png"
3,14936454144.0,"00003-4-closeup, a family portrait, momn, dad, kitchen in the background.png"
4,15988564992.0,"00004-5-closeup, a family portrait, momn, dad, kitchen in the background.png"
5,15200954368.0,"00005-6-closeup, a family portrait, momn, dad, kitchen in the background.png"
6,15580483584.0,"00006-7-closeup, a family portrait, momn, dad, kitchen in the background.png"
7,14839764992.0,"00007-8-closeup, a family portrait, momn, dad, kitchen in the background.png"
8,13878640640.0,"00008-9-closeup, a family portrait, momn, dad, kitchen in the background.png"
9,16056323072.0,"00009-10-closeup, a family portrait, momn, dad, kitchen in the background.png"
10,17371275264.0,"00010-11-closeup, a family portrait, momn, dad, kitchen in the background.png"
11,13179633664.0,"00011-12-closeup, a family portrait, momn, dad, kitchen in the background.png"
12,14520382464.0,"00012-13-closeup, a family portrait, momn, dad, kitchen in the background.png"
13,15534206976.0,"00013-14-closeup, a family portrait, momn, dad, kitchen in the background.png"
14,14258796544.0,"00014-15-closeup, a family portrait, momn, dad, kitchen in the background.png"
15,13442556928.0,"00015-16-closeup, a family portrait, momn, dad, kitchen in the background.png"
16,15028529152.0,"00016-17-closeup, a family portrait, momn, dad, kitchen in the background.png"
17,13999237120.0,"00017-18-closeup, a family portrait, momn, dad, kitchen in the background.png"
18,13219934208.0,"00018-19-closeup, a family portrait, momn, dad, kitchen in the background.png"
19,15444581376.0,"00019-20-closeup, a family portrait, momn, dad, kitchen in the background.png"
