,StyleLoss,ImageIndex
0,11889300480.0,"00000-1-closeup, a family portrait, momn, dad, kitchen in the background.png"
1,13199320064.0,"00001-2-closeup, a family portrait, momn, dad, kitchen in the background.png"
2,11682987008.0,"00002-3-closeup, a family portrait, momn, dad, kitchen in the background.png"
3,12440133632.0,"00003-4-closeup, a family portrait, momn, dad, kitchen in the background.png"
4,10305913856.0,"00004-5-closeup, a family portrait, momn, dad, kitchen in the background.png"
5,11833574400.0,"00005-6-closeup, a family portrait, momn, dad, kitchen in the background.png"
6,11502529536.0,"00006-7-closeup, a family portrait, momn, dad, kitchen in the background.png"
7,11729358848.0,"00007-8-closeup, a family portrait, momn, dad, kitchen in the background.png"
8,11707199488.0,"00008-9-closeup, a family portrait, momn, dad, kitchen in the background.png"
9,12034405376.0,"00009-10-closeup, a family portrait, momn, dad, kitchen in the background.png"
10,15251172352.0,"00010-11-closeup, a family portrait, momn, dad, kitchen in the background.png"
11,12990842880.0,"00011-12-closeup, a family portrait, momn, dad, kitchen in the background.png"
12,11719106560.0,"00012-13-closeup, a family portrait, momn, dad, kitchen in the background.png"
13,13948622848.0,"00013-14-closeup, a family portrait, momn, dad, kitchen in the background.png"
14,12251428864.0,"00014-15-closeup, a family portrait, momn, dad, kitchen in the background.png"
15,14434398208.0,"00015-16-closeup, a family portrait, momn, dad, kitchen in the background.png"
16,12431973376.0,"00016-17-closeup, a family portrait, momn, dad, kitchen in the background.png"
17,13008064512.0,"00017-18-closeup, a family portrait, momn, dad, kitchen in the background.png"
18,12698701824.0,"00018-19-closeup, a family portrait, momn, dad, kitchen in the background.png"
19,11885174784.0,"00019-20-closeup, a family portrait, momn, dad, kitchen in the background.png"
