,ClipScore,LAIONScore,ImageIndex
0,0.2313232421875,7.144937038421631,1
0,0.255859375,6.801851272583008,2
0,0.256103515625,6.753584861755371,3
0,0.245361328125,6.7790117263793945,4
0,0.24951171875,6.446782112121582,5
0,0.2529296875,6.713564872741699,6
0,0.2357177734375,6.644863605499268,7
0,0.2442626953125,6.754034996032715,8
0,0.290283203125,7.160255432128906,9
0,0.2266845703125,6.7275800704956055,10
0,0.247802734375,6.840096473693848,11
0,0.24462890625,6.743165969848633,12
0,0.260986328125,6.7120466232299805,13
0,0.29052734375,6.525985240936279,14
0,0.2685546875,6.52703857421875,15
0,0.26318359375,6.859814643859863,16
0,0.2427978515625,6.486087799072266,17
0,0.263671875,6.902120590209961,18
0,0.1824951171875,6.574163436889648,19
0,0.2802734375,6.811668395996094,20
0,0.256591796875,6.738100051879883,21
0,0.2218017578125,6.091562271118164,22
0,0.264404296875,6.8071794509887695,23
0,0.2230224609375,6.315854549407959,24
0,0.2442626953125,6.459780693054199,25
0,0.2276611328125,6.219022274017334,26
0,0.2373046875,6.911624908447266,27
0,0.25537109375,6.579970359802246,28
0,0.252197265625,6.580928802490234,29
0,0.273193359375,6.4928436279296875,30
0,0.259033203125,6.623195171356201,31
0,0.250732421875,7.1239013671875,32
