,Rating,Artifact,ClipScore,LAIONScore,ImageIndex,name
0,-0.6915657807468758,1.6034066604140282,0.29168054192512627,0.09964139277490412,1,revAnimated_v122.safetensors-28
1,-0.4686344982012442,0.7320276145817008,0.1967821345439501,0.6337388357577722,2,revAnimated_v122.safetensors-28
2,-0.5432228299434345,0.9114929654674971,0.5111331089940961,2.053205542242166,3,revAnimated_v122.safetensors-28
3,-0.20325921701936728,0.8300893413410406,0.6772053219111543,0.8346697253937893,4,revAnimated_v122.safetensors-28
4,0.5124750963907223,-0.40893821561181415,0.7661725788310071,1.2535624166093704,5,revAnimated_v122.safetensors-28
5,1.2400711528981614,-0.4530473306763175,0.40437240069027297,1.2264759631205346,6,revAnimated_v122.safetensors-28
6,-0.3375127723486895,0.4352783025110604,0.45182160438086105,1.7651195693599306,7,revAnimated_v122.safetensors-28
7,0.5664229346889013,-0.4790149347710518,0.36285434746100836,0.558920314270537,8,revAnimated_v122.safetensors-28
8,1.4549764683462805,-1.064637329132205,0.09002142624012693,0.6207142632614798,9,revAnimated_v122.safetensors-28
9,0.7601107856577479,-0.9473740592653648,-0.176880344519431,0.9251722454965314,10,revAnimated_v122.safetensors-28
10,0.7841998496305324,-0.4874625632560542,0.29168054192512627,-0.10142709900857479,11,revAnimated_v122.safetensors-28
11,0.2705295833795479,-0.44073042572461113,0.6831364723724779,1.6160011806335857,12,revAnimated_v122.safetensors-28
12,0.34055168123324564,-0.06641572901721315,0.38657894930630243,0.9931397677572529,13,revAnimated_v122.safetensors-28
13,0.4962933960378273,0.2206588002468158,0.4340281529968905,1.0848886457725821,14,revAnimated_v122.safetensors-28
14,1.0512837185576986,-0.930088452623021,0.39844125022894944,-0.08402836594008176,15,revAnimated_v122.safetensors-28
15,0.11967642485558777,0.8892466153337475,0.439959303458214,0.8418938381355362,16,revAnimated_v122.safetensors-28
16,0.7364235781738515,-0.18230660742645724,0.7009299237564485,1.7930845596364073,17,revAnimated_v122.safetensors-28
17,-0.8991804706587461,1.1501108154264639,0.5585823126846842,0.2790269615525683,18,revAnimated_v122.safetensors-28
18,0.2794611229120892,0.5869488467584046,0.5941692154526252,-0.04374533727062636,19,revAnimated_v122.safetensors-28
19,0.8891485786417117,-0.029857353384241787,0.26795594007983226,-0.2881426283337258,20,revAnimated_v122.safetensors-28
20,0.599623536413208,-0.3884124281520727,0.4814773566874786,1.3087302929609965,21,revAnimated_v122.safetensors-28
21,-0.24474671349195745,-0.02089841059856923,0.3331985951543908,0.6798990638409346,22,revAnimated_v122.safetensors-28
22,0.6229605148043583,-0.4198059324833355,0.4992708080714491,-0.31563130348437296,23,revAnimated_v122.safetensors-28
23,-0.0005700597664375907,0.3820749552739368,0.3806477988449789,-0.020794886791076547,24,revAnimated_v122.safetensors-28
24,1.579027333929947,-1.2996922932949055,0.2501624886958617,0.18826511432576343,25,revAnimated_v122.safetensors-28
25,0.5989049388723146,0.048077291696889984,0.5407888613007137,-0.951623136662738,26,revAnimated_v122.safetensors-28
26,0.8211357632324539,-0.8512656725075735,0.5763757640686548,1.9316790302770648,27,revAnimated_v122.safetensors-28
27,1.2069500852706136,-0.24353102366973628,0.048503373010862376,0.9985591754111348,28,revAnimated_v122.safetensors-28
28,0.6240893408443248,-0.3647316126067169,0.14933293085336205,0.881364484895938,29,revAnimated_v122.safetensors-28
