,Rating,Artifact,ClipScore,LAIONScore,ImageIndex,name
0,-1.3538049223786177,0.8375707457390363,1.2026836707617774,-0.39279903384660975,1,revAnimated_v122.safetensors-17
1,-0.6679178313383061,0.9647932642804392,0.9914645856611497,0.7776213868010023,2,revAnimated_v122.safetensors-17
2,-0.5585787350036253,1.0595892877796116,0.8594526574732574,1.2711823406436065,3,revAnimated_v122.safetensors-17
3,0.42647633456308603,-0.5981475737493569,0.8858550431108358,0.5952281488650395,4,revAnimated_v122.safetensors-17
4,0.9521005697442385,-0.5594831500415391,0.014576317070746445,0.5712365715832756,5,revAnimated_v122.safetensors-17
5,-0.15358436640083437,0.2907078602147225,0.17299063089621725,0.09017234908393175,6,revAnimated_v122.safetensors-17
6,-0.10050846288861354,0.2600561376027697,1.009066176086202,0.6564254562848765,7,revAnimated_v122.safetensors-17
7,0.4363326748854363,0.9320740232703281,0.3754089207843188,1.2246554980791358,8,revAnimated_v122.safetensors-17
8,-0.1839529547770611,1.666857864226333,0.35780733035926654,0.024657989018241167,9,revAnimated_v122.safetensors-17
9,-0.71672737891193,0.8091829252786905,-0.26704912973009054,-0.2039114315905274,10,revAnimated_v122.safetensors-17
10,0.1935137353702453,0.3624501387433072,0.023377112283272602,-0.10181751976473663,11,revAnimated_v122.safetensors-17
11,-0.1467855478940967,0.016476855027795348,0.8594526574732574,0.22124579624231097,12,revAnimated_v122.safetensors-17
12,0.2269019135251949,0.3499242706426201,0.7274407292853651,0.643424204077078,13,revAnimated_v122.safetensors-17
13,-0.34068713299397724,1.6431186057809564,0.7010383436477866,0.19665666587985292,14,revAnimated_v122.safetensors-17
14,0.864975672065987,-0.598524484183002,0.4722176681221065,0.08316272941279447,15,revAnimated_v122.safetensors-17
15,0.10013404445117481,0.5690116936797918,0.5602256202473681,0.7100299036015214,16,revAnimated_v122.safetensors-17
16,0.6742134621244812,-0.6081637550629041,1.176281285124199,0.6983042662037078,17,revAnimated_v122.safetensors-17
17,1.0241125453564173,-1.1563513160918726,0.894655838323362,0.6366256959733716,18,revAnimated_v122.safetensors-17
18,-0.533618456518678,1.1257010855259588,0.7538431149229435,-0.13059309985421386,19,revAnimated_v122.safetensors-17
19,0.3066600103548597,0.30165290008885715,0.613030391522525,0.5217899486963711,20,revAnimated_v122.safetensors-17
20,0.6131478737894823,-1.2581988580923666,0.4018113064218973,0.7492286700626285,21,revAnimated_v122.safetensors-17
21,0.38104273827264923,0.2526106318196755,0.6042295963099988,0.3950049288865667,22,revAnimated_v122.safetensors-17
22,-0.49884975186324126,1.1861714245162736,0.10258426919600801,0.04776754932760312,23,revAnimated_v122.safetensors-17
23,-0.21260062653229006,1.5619145336155027,0.1817914261087434,0.06752616077426979,24,revAnimated_v122.safetensors-17
24,1.096591683949242,-0.6270135459572409,0.8242494766231527,0.6219892236585237,25,revAnimated_v122.safetensors-17
25,-0.6444698432714631,1.2648164090125074,0.1993930165337957,0.27736211339517075,26,revAnimated_v122.safetensors-17
26,-0.07062201066548351,-0.48392541573157966,1.009066176086202,1.0686386825044738,27,revAnimated_v122.safetensors-17
27,-0.2954481879454746,0.9476444494369725,0.5426240298223158,0.3585613472885406,28,revAnimated_v122.safetensors-17
28,0.540184602620565,-0.4274254439306444,0.5866280058849466,0.9561448423610922,29,revAnimated_v122.safetensors-17
29,0.15143912076754484,1.3410584370223864,0.17299063089621725,-0.1704180446932939,30,revAnimated_v122.safetensors-17
30,-0.13746923999167668,0.45847935463217615,0.894655838323362,0.5144028329173701,31,revAnimated_v122.safetensors-17
31,0.7811209152522302,-0.4306078365564788,-0.17024038239230282,0.21066159257348807,32,revAnimated_v122.safetensors-17
0,0.6660271296367767,-0.5744778424713519,-2.106415329148057,-1.3085258719564214,1,Moyou_v1020.safetensors-17
1,-0.28283478746813834,0.29258143440915774,-1.0415191084323923,-1.405136250272249,2,Moyou_v1020.safetensors-17
2,-0.18411266861659686,-0.3943921108924937,-0.9007063850319738,-1.416296538048807,3,Moyou_v1020.safetensors-17
3,-1.0123297459706937,-0.19293226433375898,-1.7367819302219585,-0.7075019739671784,4,Moyou_v1020.safetensors-17
4,0.3002245408330658,-1.2012390311668835,-1.8599930631973247,-2.3516639082540105,5,Moyou_v1020.safetensors-17
5,0.12160757017675708,-0.18531538018196922,-1.701578749371854,-2.2224636289863104,6,Moyou_v1020.safetensors-17
6,-1.1053770324612304,1.3697853548955272,-1.5783676163964877,-1.6313691309906386,7,Moyou_v1020.safetensors-17
7,-0.8488716151093224,0.570010689295184,-2.1504193052106877,-1.5360003749442774,8,Moyou_v1020.safetensors-17
8,0.04095507584569207,-0.842714264078496,-0.5838777573810321,-1.359337563707307,9,Moyou_v1020.safetensors-17
9,0.05725986243929847,-0.4195774124417134,-1.13832785577018,-2.036027067809722,10,Moyou_v1020.safetensors-17
10,0.7140171455712826,-1.5935021611660671,-1.7191803397969063,-1.7656378769577565,11,Moyou_v1020.safetensors-17
