,Rating,Artifact,ClipScore,LAIONScore,ImageIndex,name
0,0.2969059418287924,0.04374713759545066,0.41594475721335167,0.4972116497487998,1,revAnimated_v122.safetensors-24
1,-0.927587082143991,-0.1775362381925322,0.14956825679008193,-1.7261343571194476,2,revAnimated_v122.safetensors-24
2,0.037072596468962,-2.466467380651352,-1.1393502936450943,-1.581982159181642,3,revAnimated_v122.safetensors-24
3,-0.3727556502677029,-1.842806963451346,-1.1737214549900326,-1.773365816617289,4,revAnimated_v122.safetensors-24
4,1.6006761632542217,-0.2916771695079022,0.38157359586841366,1.146135797228987,5,revAnimated_v122.safetensors-24
5,-0.8154455117302332,-1.7713856169742472,-1.062015180618984,-1.4950784850180932,6,revAnimated_v122.safetensors-24
6,0.3716079165664367,-2.457619835954545,-1.251056568016143,-1.7978887282481144,7,revAnimated_v122.safetensors-24
7,-0.07455042571846858,-1.832087907577793,-0.9030485593986454,-1.2040706690088945,8,revAnimated_v122.safetensors-24
8,-0.7217303318801941,-1.2517026613020201,-0.22851451800423647,-1.096128712920737,9,revAnimated_v122.safetensors-24
9,0.14184967877477447,-1.882503903372579,-1.6763996896597513,-1.50564837741435,10,revAnimated_v122.safetensors-24
10,0.581327575292847,-2.2793635753353114,-1.2295745921755568,-1.558808691928595,11,revAnimated_v122.safetensors-24
11,0.15809844261144337,-2.11210930918573,-1.0276440192740457,-1.8045734171201706,12,revAnimated_v122.safetensors-24
12,0.4009003748834328,-1.174593139742275,0.20112499880748896,-0.725039665512203,13,revAnimated_v122.safetensors-24
13,-0.06823682523940983,0.1607008821812473,0.4932798702394623,-0.1244172890208956,14,revAnimated_v122.safetensors-24
14,-0.9426504943835103,-1.3113859987375653,-1.856848286720676,-2.023865831851773,15,revAnimated_v122.safetensors-24
15,0.3377540267106712,-1.6344941237399768,-1.1952034308306188,-1.3479537030916293,16,revAnimated_v122.safetensors-24
16,-0.08324024586231943,-2.3125300732713874,-0.9674944869204042,-1.1978055857425545,17,revAnimated_v122.safetensors-24
17,1.8972236884203568,-0.5233719371882286,-0.030880340270842768,0.9775848474184191,18,revAnimated_v122.safetensors-24
18,0.7817119868277425,-0.42895892287472215,0.6049861446105109,0.7381468322344118,19,revAnimated_v122.safetensors-24
19,0.7845957217778774,-2.5104204280797955,-1.13075750330886,-1.311049254127557,20,revAnimated_v122.safetensors-24
20,-0.7692299010588182,-2.1073256822459254,-1.0405332047783975,-2.0481648934078427,21,revAnimated_v122.safetensors-24
21,-0.6380840897972164,-0.5996357169264751,-0.22851451800423647,-0.9611489303942766,22,revAnimated_v122.safetensors-24
22,1.495557059777853,-0.002892690464722646,0.5276510315844003,1.0087743224091745,23,revAnimated_v122.safetensors-24
23,-0.30020234078702085,-2.013061955798192,-0.9159377449029972,-2.364628178646748,24,revAnimated_v122.safetensors-24
24,1.7264089378447214,-0.6203692220233059,0.36438801519594466,0.3789952471120387,25,revAnimated_v122.safetensors-24
25,0.7286021671578983,-2.9125282969209434,-1.3971340037321296,-1.84041117969563,26,revAnimated_v122.safetensors-24
26,-0.4894938197196221,-1.9110912599862482,-0.5894117121260859,-1.6442668565000982,27,revAnimated_v122.safetensors-24
27,-0.8059992455700513,0.1836615430482197,0.6135789349467454,-0.8847118332078666,28,revAnimated_v122.safetensors-24
28,0.8143232917049965,-0.561858001492714,0.41594475721335167,0.5701758988118748,29,revAnimated_v122.safetensors-24
29,-0.023007973227402122,-2.3802420773790365,-1.8783302625612621,-2.2374568667441532,30,revAnimated_v122.safetensors-24
30,0.2538250655149354,-1.7406034480671753,-1.199499825998736,-1.1501146445123198,31,revAnimated_v122.safetensors-24
31,-0.7986671667262514,-0.19337973036821898,0.9486977580598912,0.1706832676263461,32,revAnimated_v122.safetensors-24
0,-1.1302297987868954,1.4022065733048037,-0.6882288009927827,-0.511600884921681,1,Moyou_v1020.safetensors-24
1,-0.6059203085886956,1.1009695884157524,-0.6667468251521964,0.1484795152720381,2,Moyou_v1020.safetensors-24
2,-2.425853572412019,-0.08728778063596235,-1.5947681814655235,-2.1725965341525977,3,Moyou_v1020.safetensors-24
3,-3.0289196431601026,-0.12240611383771074,-1.8267735205438551,-3.5204404292100233,4,Moyou_v1020.safetensors-24
4,0.60821761071021,-0.31752522075282325,-2.514196747442616,0.03242367368069382,5,Moyou_v1020.safetensors-24
5,-0.6883198283402907,1.2897336031038946,-1.0061620434334595,-7.355700995181951e-05,6,Moyou_v1020.safetensors-24
6,-0.4217136363328711,0.7857586177668048,-0.8557882125493557,-0.27692172294634604,7,Moyou_v1020.safetensors-24
7,-1.2712383697308887,-1.4156533486994194,-1.5475078346162336,-2.416822403364679,8,Moyou_v1020.safetensors-24
8,-0.4630347585595125,0.7945277094849111,-0.830009841540652,-0.5561252991835095,9,Moyou_v1020.safetensors-24
9,-0.7873197869224734,0.8182138265160884,-1.268242148688612,0.5006754351160718,10,Moyou_v1020.safetensors-24
10,-1.5548132249742919,1.640876839902271,-0.8214170512044175,-0.7169022168432507,11,Moyou_v1020.safetensors-24
11,-0.9801080185887255,1.367365431717751,0.06364035342773683,-0.2626089122960772,12,Moyou_v1020.safetensors-24
12,-1.9310744383208192,-0.8776746772514962,-1.4658763264220058,-2.42733248157092,13,Moyou_v1020.safetensors-24
13,-1.4897623153638764,1.3363910730604713,0.16675383746255093,0.24244488895986332,14,Moyou_v1020.safetensors-24
14,1.0979312457713568,0.03525657399934236,-1.6549177138191649,0.23494455204213868,15,Moyou_v1020.safetensors-24
15,-0.37041528766111426,0.49902273711805206,-1.13075750330886,-0.5095753589416043,16,Moyou_v1020.safetensors-24
16,-0.29729860863135066,0.5947984542779577,0.2097177891437235,-0.20997242508227273,17,Moyou_v1020.safetensors-24
17,-0.46331954634870554,0.2146947080268417,-1.4400979554133022,-0.2441435468177496,18,Moyou_v1020.safetensors-24
18,-1.2184850519666433,1.260883221852945,-1.3971340037321296,-0.6824510559454277,19,Moyou_v1020.safetensors-24
19,-1.6041994270614683,1.5819336602112675,-0.4777054377550372,0.3074157871753875,20,Moyou_v1020.safetensors-24
20,0.10310199003304564,0.8124989212873779,0.26127453116113053,0.31909496091375517,21,Moyou_v1020.safetensors-24
21,-0.8066701862937433,0.8542706551461804,-0.5292621797724443,0.1288069906861212,22,Moyou_v1020.safetensors-24
22,-1.0862435317534005,1.429390597250056,-0.3316280020390506,-0.04054873186283959,23,Moyou_v1020.safetensors-24
23,-1.414441806372222,1.1915313232842049,0.1409754664538474,0.23860590549158378,24,Moyou_v1020.safetensors-24
